2024-07-02 09:17:32.686 | WARNING  | common.read_exce_yaml_caes:get_excle_all_caes:43 - 这个文件【D:\wf\rxx\./data/env_test/case_excle/~$case_data.xlsx】无法读取,原因:“[Errno 13] Permission denied: 'D:\\wf\\rxx\\./data/env_test/case_excle/~$case_data.xlsx'”,关闭excle再试试…… 
2024-07-02 15:00:42.589 | INFO     | common.assert_api:assert_api:19 - {'code': 200, 'success': True, 'data': {'records': [{'id': '20000085', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '泵站出水水质', 'deviceCode': '2010000000-GSGW-01-SHSZ-01-ZDFX-01', 'deviceName': '2010000000-供水管网-01-双山站-01-浊度分析仪-01', 'address': '北山公园', 'longitude': '0.000000', 'latitude': '0.000000', 'facilityId': 111, 'facilityType': 3, 'informationSource': 2, 'area': '370202', 'street': '370202012', 'dutyName': '', 'phone': '', 'unitId': 0, 'unitName': '青岛市水务集团', 'deviceFile': '', 'thirdDeviceCode': '2010000000-GSGW-01-SHSZ-01-ZDFX-01', 'productCode': 's004', 'pointType': 21, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '市南区', 'streetName': '湛山街道', 'facilityTypeName': '加压泵站', 'pointTypeName': '泵站出水水质监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '双山站', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000061', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '泵站出水水质', 'deviceCode': '2010000000-GSGW-01-HXYZ-01-1QLL-01', 'deviceName': '2010000000-供水管网-01-河西一泵-01-1000流量计-01', 'address': '市北区三号线长沙路河西', 'longitude': '0.000000', 'latitude': '0.000000', 'facilityId': 106, 'facilityType': 3, 'informationSource': 2, 'area': '370203', 'street': '370203014', 'dutyName': '', 'phone': '', 'unitId': 0, 'unitName': '青岛市水务集团', 'deviceFile': '', 'thirdDeviceCode': '2010000000-GSGW-01-HXYZ-01-1QLL-01', 'productCode': 's006', 'pointType': 24, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '市北区', 'streetName': '敦化路街道', 'facilityTypeName': '加压泵站', 'pointTypeName': '泵站出水流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '河西站', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000116', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '泵站进水压力', 'deviceCode': '2010000000-GSGW-01-YJSZ-01-BLYL-01', 'deviceName': '2010000000-供水管网-01-闫家山站-01-B来水压力计-01', 'address': '市北区闫家山附近', 'longitude': '0.000000', 'latitude': '0.000000', 'facilityId': 116, 'facilityType': 3, 'informationSource': 2, 'area': '370203', 'street': '370203011', 'dutyName': '', 'phone': '', 'unitId': 0, 'unitName': '青岛市水务集团', 'deviceFile': '', 'thirdDeviceCode': '2010000000-GSGW-01-YJSZ-01-BLYL-01', 'productCode': 's003', 'pointType': 22, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '市北区', 'streetName': '登州路街道', 'facilityTypeName': '加压泵站', 'pointTypeName': '泵站进水压力监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '闫家山站', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000140', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '液位监测', 'deviceCode': '2010000000-GSGW-01-DCLC-01-YWJ0-02', 'deviceName': '2010000000-供水管网-01-东川路水池-01-液位计-02', 'address': '', 'longitude': '0.000000', 'latitude': '0.000000', 'facilityId': 103, 'facilityType': 5, 'informationSource': 2, 'area': '', 'street': '', 'dutyName': '', 'phone': '', 'unitId': 0, 'unitName': '', 'deviceFile': '', 'thirdDeviceCode': '2010000000-GSGW-01-DCLC-01-YWJ0-02', 'productCode': 's008', 'pointType': 26, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '', 'streetName': '', 'facilityTypeName': '自来水调节池', 'pointTypeName': '液位监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '东川路水池', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000011', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂水质监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSYU-01', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水余氯分析仪-01', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSYU-01', 'productCode': 's005', 'pointType': 8, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂水质监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000000', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂流量监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-01', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水流量计-01', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-01', 'productCode': 's001', 'pointType': 12, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000001', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂流量监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-02', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水流量计-02', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-02', 'productCode': 's001', 'pointType': 12, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000002', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂流量监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-03', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水流量计-03', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-03', 'productCode': 's001', 'pointType': 12, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000003', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂流量监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-04', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水流量计-04', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-04', 'productCode': 's001', 'pointType': 12, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000004', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂流量监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-05', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水流量计-05', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-05', 'productCode': 's001', 'pointType': 12, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}], 'total': 1499, 'size': 10, 'current': 1, 'orders': [], 'optimizeCountSql': True, 'searchCount': True, 'maxLimit': '', 'countId': '', 'pages': 150}, 'msg': '操作成功'}
2024-07-02 15:00:42.597 | INFO     | common.assert_api:assert_api:26 - 提取参数路径：{"deviceCode": "$.data.records[*].deviceCode"}
2024-07-02 15:00:42.598 | INFO     | common.assert_api:assert_api:27 - 参数池：{'token': '', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://139.129.193.4:9982/api', 'env': 'test', 'access_token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0ZW5hbnRfaWQiOiIwMDAwMDAiLCJ1c2VyX25hbWUiOiJhZG1pbiIsInJlYWxfbmFtZSI6IueuoeeQhuWRmCIsImF2YXRhciI6Ii9PU1NfUFJFL2JsYWRleC91cGxvYWQvMjAyMzEwMTgvYmQ1ZTY4MzhjMzMyZjhlNTUxNmY2MzdkNjgwNWY4OTgucG5nIiwiYXV0aG9yaXRpZXMiOlsiYWRtaW5pc3RyYXRvciJdLCJjbGllbnRfaWQiOiJzYWJlciIsInJvbGVfbmFtZSI6ImFkbWluaXN0cmF0b3IiLCJsaWNlbnNlIjoicG93ZXJlZCBieSBibGFkZXgiLCJyZWdpb25Db2RlIjoiMzcwMiIsInBvc3RfaWQiOiIxMTIzNTk4ODE3NzM4Njc1MjAxIiwidXNlcl9pZCI6IjExMjM1OTg4MjE3Mzg2NzUyMDEiLCJyb2xlX2lkIjoiMTEyMzU5ODgxNjczODY3NTIwMSwxNzUwNzA3OTY3MzcyMTExODczIiwicGhvbmUiOiIxNTUyMjMzNDQ1NSIsInNjb3BlIjpbImFsbCJdLCJuaWNrX25hbWUiOiLnrqHnkIblkZgt55So5oi35ZCNIiwib2F1dGhfaWQiOiIiLCJkZXRhaWwiOnsidHlwZSI6IndlYiIsImV4dCI6IntcIm9wZW5JZFwiOlwib2tUVjM2eFZLejFvRmhOc2Z4MXJheW9uaktJY1wiLFwiYXJlYUNvZGVcIjpcIjM3MDJcIn0ifSwiZXhwIjoxNzIwMjYzNjQyLCJkZXB0X2lkIjoiMTEyMzU5ODgxMzczODY3NTIwMSIsImp0aSI6IjRhZTdhOTFjLWZhNmItNDUzZi05NDAwLTExY2RkYjQ0NTBiOSIsImFjY291bnQiOiJhZG1pbiJ9.dR1SaRR58OXlTG0Qb8FbUOtUxNneLpA2wR8DlQJwtQY', 'deviceCode': '2010000000-GSGW-01-SHSZ-01-ZDFX-01'}
2024-07-02 15:00:42.598 | INFO     | common.assert_api:assert_api:28 - 断言内容：[[200,"==","$.code","int"]]
2024-07-02 15:00:42.599 | INFO     | common.assert_api:assert_api:36 - 变量引用后的断言内容：[[200, '==', '$.code', 'int']]
2024-07-02 15:00:42.600 | INFO     | common.assert_api:assert_api:63 - asser_results = 200 == 200
2024-07-02 15:00:42.601 | INFO     | common.assert_api:assert_api:82 - [200, '==', '$.code', 'int']
2024-07-02 15:00:42.602 | INFO     | common.assert_api:assert_api:100 - {'code': 200, 'success': True, 'data': {'records': [{'id': '20000085', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '泵站出水水质', 'deviceCode': '2010000000-GSGW-01-SHSZ-01-ZDFX-01', 'deviceName': '2010000000-供水管网-01-双山站-01-浊度分析仪-01', 'address': '北山公园', 'longitude': '0.000000', 'latitude': '0.000000', 'facilityId': 111, 'facilityType': 3, 'informationSource': 2, 'area': '370202', 'street': '370202012', 'dutyName': '', 'phone': '', 'unitId': 0, 'unitName': '青岛市水务集团', 'deviceFile': '', 'thirdDeviceCode': '2010000000-GSGW-01-SHSZ-01-ZDFX-01', 'productCode': 's004', 'pointType': 21, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '市南区', 'streetName': '湛山街道', 'facilityTypeName': '加压泵站', 'pointTypeName': '泵站出水水质监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '双山站', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000061', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '泵站出水水质', 'deviceCode': '2010000000-GSGW-01-HXYZ-01-1QLL-01', 'deviceName': '2010000000-供水管网-01-河西一泵-01-1000流量计-01', 'address': '市北区三号线长沙路河西', 'longitude': '0.000000', 'latitude': '0.000000', 'facilityId': 106, 'facilityType': 3, 'informationSource': 2, 'area': '370203', 'street': '370203014', 'dutyName': '', 'phone': '', 'unitId': 0, 'unitName': '青岛市水务集团', 'deviceFile': '', 'thirdDeviceCode': '2010000000-GSGW-01-HXYZ-01-1QLL-01', 'productCode': 's006', 'pointType': 24, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '市北区', 'streetName': '敦化路街道', 'facilityTypeName': '加压泵站', 'pointTypeName': '泵站出水流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '河西站', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000116', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '泵站进水压力', 'deviceCode': '2010000000-GSGW-01-YJSZ-01-BLYL-01', 'deviceName': '2010000000-供水管网-01-闫家山站-01-B来水压力计-01', 'address': '市北区闫家山附近', 'longitude': '0.000000', 'latitude': '0.000000', 'facilityId': 116, 'facilityType': 3, 'informationSource': 2, 'area': '370203', 'street': '370203011', 'dutyName': '', 'phone': '', 'unitId': 0, 'unitName': '青岛市水务集团', 'deviceFile': '', 'thirdDeviceCode': '2010000000-GSGW-01-YJSZ-01-BLYL-01', 'productCode': 's003', 'pointType': 22, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '市北区', 'streetName': '登州路街道', 'facilityTypeName': '加压泵站', 'pointTypeName': '泵站进水压力监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '闫家山站', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000140', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '液位监测', 'deviceCode': '2010000000-GSGW-01-DCLC-01-YWJ0-02', 'deviceName': '2010000000-供水管网-01-东川路水池-01-液位计-02', 'address': '', 'longitude': '0.000000', 'latitude': '0.000000', 'facilityId': 103, 'facilityType': 5, 'informationSource': 2, 'area': '', 'street': '', 'dutyName': '', 'phone': '', 'unitId': 0, 'unitName': '', 'deviceFile': '', 'thirdDeviceCode': '2010000000-GSGW-01-DCLC-01-YWJ0-02', 'productCode': 's008', 'pointType': 26, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '', 'streetName': '', 'facilityTypeName': '自来水调节池', 'pointTypeName': '液位监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '东川路水池', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000011', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂水质监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSYU-01', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水余氯分析仪-01', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSYU-01', 'productCode': 's005', 'pointType': 8, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂水质监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000000', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂流量监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-01', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水流量计-01', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-01', 'productCode': 's001', 'pointType': 12, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000001', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂流量监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-02', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水流量计-02', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-02', 'productCode': 's001', 'pointType': 12, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000002', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂流量监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-03', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水流量计-03', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-03', 'productCode': 's001', 'pointType': 12, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000003', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂流量监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-04', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水流量计-04', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-04', 'productCode': 's001', 'pointType': 12, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}, {'id': '20000004', 'createUser': '0', 'createDept': '0', 'createTime': '2024-04-13 14:47:10', 'updateUser': '1123598821738675201', 'updateTime': '2024-04-24 18:46:25', 'status': 1, 'isDeleted': 0, 'tenantId': '000000', 'remark': '出厂流量监测', 'deviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-05', 'deviceName': '2013214007-制水工程-01-二级泵房-01-出水流量计-05', 'address': '重庆北路30号', 'longitude': '120.387000', 'latitude': '36.239000', 'facilityId': 396, 'facilityType': 2, 'informationSource': 2, 'area': '370214', 'street': '370214002', 'dutyName': '', 'phone': '', 'unitId': 12, 'unitName': '青岛中法海润供水有限公司', 'deviceFile': '', 'thirdDeviceCode': '2013214007-ZSGC-01-EJBF-01-CSLL-05', 'productCode': 's001', 'pointType': 12, 'builtDate': '2024-04-13 14:47:10', 'cryptogramType': '', 'areaName': '城阳区', 'streetName': '流亭街道', 'facilityTypeName': '水厂', 'pointTypeName': '出厂流量监测', 'informationSourceName': '水务集团智慧水务平台', 'pointName': '白沙河水厂', 'statusName': '在线', 'iotDeviceType': '', 'installTime': '', 'onlineStatus': '', 'company': '', 'pointClass': ''}], 'total': 1499, 'size': 10, 'current': 1, 'orders': [], 'optimizeCountSql': True, 'searchCount': True, 'maxLimit': '', 'countId': '', 'pages': 150}, 'msg': '操作成功'}
2024-07-02 15:00:42.607 | INFO     | common.assert_api:assert_api:113 - [True]
2024-07-02 15:00:42.609 | INFO     | conftest:start_end:30 - ===============================================================================================华丽的分割线【结束】===============================================================================================
2024-07-02 15:00:42.615 | INFO     | conftest:start_end:28 - ===============================================================================================华丽的分割线【开始】===============================================================================================
2024-07-02 15:00:42.616 | INFO     | common.condition:skip_if:25 - 
2024-07-02 15:00:42.621 | INFO     | common.api_request:api_request:130 - 接口地址：http://139.129.193.4:9982/api/blade-supply/point/detail?deviceCode=2010000000-GSGW-01-SHSZ-01-ZDFX-01&systemFlag=supply
